"gdp","consumption","invest","government","dpi","cpi","m1","tbill","unemp","population","inflation","interest"
58.0999999999995,39.5999999999995,-9.40000000000009,-3.20000000000005,37.6000000000004,2.30000000000001,-2.19999999999982,-0.24,0,0.620000000000005,-0.8032,0.5599
60.5,32.9000000000005,33.3000000000002,-17.3,38.6999999999998,0.899999999999977,-15.7,-0.11,-0.100000000000001,0.620999999999981,-1.2259,1.1159
54.5,42.1999999999998,19.8999999999999,11.3,36.6999999999998,6.60000000000002,-4.20000000000005,-0.319999999999999,-0.0999999999999996,0.605000000000018,4.9161,-5.2361
126.5,55.1999999999998,61.1000000000001,25.6000000000001,27.3999999999996,3,-7,0.0899999999999999,0,0.604999999999961,-3.1355,3.2255
39,24.8000000000002,48,-8.40000000000009,60.3000000000002,3.19999999999999,-19.2,0.0999999999999996,-0.2,0.607000000000028,0.153,-0.0563000000000002
89.4000000000005,37.5999999999995,2.29999999999995,8.59999999999991,20.1999999999998,2.30000000000001,-15.3,-0.17,0,0.60899999999998,-0.7756,0.6089
85.0999999999995,58.8000000000002,41.7,4,41.9000000000005,4.30000000000001,-8.5,0.0899999999999999,-0.0999999999999996,0.636000000000024,1.6633,-1.5699
115.5,25,75.1999999999998,22.4000000000001,49.3999999999996,0.899999999999977,-5.79999999999995,0.0100000000000007,-0.2,0.637999999999977,-2.8544,2.8643
84.7000000000007,86.4000000000005,8,7.79999999999995,56.1000000000004,2.80000000000001,-0.900000000000091,-0.0100000000000007,-0.0999999999999996,0.639999999999986,1.5752,-1.5918
56.2999999999993,45,29.9000000000001,0.5,70.1999999999998,0.199999999999989,8.10000000000014,0.0300000000000002,-0.2,0.64100000000002,-2.16,2.19
123.4,69.1999999999998,104.8,-9.20000000000005,117,2.60000000000002,6.89999999999986,-0.00999999999999979,-0.100000000000001,0.614000000000033,1.9809,-1.991
46.6000000000004,83.8999999999996,-26.5,26.5,89.1000000000004,2.39999999999998,-2.70000000000005,-0.0700000000000003,-0.199999999999999,0.614999999999952,-0.1752,0.1053
85.6000000000004,53.5,42.9000000000001,7.30000000000018,56.2999999999993,1.90000000000003,-1.39999999999986,-0.13,0.0999999999999996,0.617000000000019,-0.4176,0.2909
139.4,71,52.3999999999999,14.8999999999999,36.7000000000007,0.899999999999977,20.8,-0.57,-0.0999999999999996,0.617999999999995,-0.8198,0.2532
65.6000000000004,69.3000000000002,29.7,7.5,21.5999999999995,3.39999999999998,5.20000000000005,0.11,-0.100000000000001,0.609000000000037,2.0264,-1.9165
37.7000000000007,82.1000000000004,-24.3999999999999,4.5,31.8000000000002,3.5,-2.40000000000009,0.04,0,0.609999999999957,0.0613999999999999,-0.0246999999999999
100.299999999999,63.8999999999996,38.3999999999999,16.4000000000001,32.3999999999996,5,-6.39999999999986,0.24,-0.0999999999999996,0.61099999999999,1.1751,-0.9385
178.4,83.6000000000004,69.6000000000001,31.5999999999999,46.8000000000002,1.20000000000005,31.3999999999999,0.359999999999999,-0.100000000000001,0.613,-3.0435,3.4069
52.6000000000004,88.0999999999995,-2.5,-4.39999999999986,52.4000000000005,8.69999999999993,-11.0999999999999,0.48,-0.0999999999999996,2.15700000000004,5.8912,-5.4079
126.9,54.6000000000004,78.6999999999998,16.8,92.0999999999995,3.70000000000005,-8.40000000000009,0.24,0,2.17399999999998,-3.9687,4.2021
30.7000000000007,65.8000000000002,-12.8,-7.20000000000005,42.8000000000002,3.79999999999995,-9.29999999999995,0.25,0.0999999999999996,2.19100000000003,0.0563000000000002,0.197
43.7999999999993,49,-10.5,12.8,68.3999999999996,0.800000000000068,-7.90000000000009,0,-0.0999999999999996,2.209,-2.3175,2.3175
